Match Number,Round Number,Date,Location,Home Team,Away Team,Result
2148,24,13/09/2021 00:08,Citi Field,New York Mets,New York Yankees,7 - 6
2149,24,13/09/2021 18:05,Yankee Stadium,New York Yankees,Minnesota Twins,6 - 5
2150,24,13/09/2021 23:05,Nationals Park,Washington Nationals,Miami Marlins,0 - 3
2151,24,13/09/2021 23:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,8 - 1
2152,24,13/09/2021 23:10,Citi Field,New York Mets,St. Louis Cardinals,0 - 7
2153,24,14/09/2021 00:05,Globe Life Field,Texas Rangers,Houston Astros,1 - 15
2154,24,14/09/2021 01:45,Oracle Park,San Francisco Giants,San Diego Padres,9 - 1
2155,24,14/09/2021 02:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,5 - 1
2156,24,14/09/2021 02:10,T-Mobile Park,Seattle Mariners,Boston Red Sox,5 - 4
2157,24,14/09/2021 19:10,Target Field,Minnesota Twins,Cleveland Indians,1 - 3
2159,24,14/09/2021 22:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,6 - 5
2160,24,14/09/2021 22:40,Comerica Park,Detroit Tigers,Milwaukee Brewers,1 - 0
2161,24,14/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,3 - 6
2162,24,14/09/2021 23:05,Nationals Park,Washington Nationals,Miami Marlins,8 - 2
2163,24,14/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,2 - 7
2164,24,14/09/2021 23:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,0 - 2
2165,24,14/09/2021 23:10,Citi Field,New York Mets,St. Louis Cardinals,6 - 7
2166,24,14/09/2021 23:20,Truist Park,Atlanta Braves,Colorado Rockies,4 - 5
2158,24,14/09/2021 23:40,Target Field,Minnesota Twins,Cleveland Indians,6 - 3
2167,24,15/09/2021 00:05,Globe Life Field,Texas Rangers,Houston Astros,8 - 1
2168,24,15/09/2021 00:10,Kauffman Stadium,Kansas City Royals,Oakland Athletics,10 - 7
2169,24,15/09/2021 00:10,Guaranteed Rate Field,Chicago White Sox,Los Angeles Angels,9 - 3
2170,24,15/09/2021 01:45,Oracle Park,San Francisco Giants,San Diego Padres,6 - 1
2171,24,15/09/2021 02:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,8 - 4
2172,24,15/09/2021 02:10,T-Mobile Park,Seattle Mariners,Boston Red Sox,4 - 8
2173,25,15/09/2021 17:05,Nationals Park,Washington Nationals,Miami Marlins,6 - 8
2174,25,15/09/2021 17:10,Comerica Park,Detroit Tigers,Milwaukee Brewers,4 - 1
2175,25,15/09/2021 19:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,6 - 3
2176,25,15/09/2021 20:10,T-Mobile Park,Seattle Mariners,Boston Red Sox,4 - 9
2177,25,15/09/2021 22:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,5 - 4
2178,25,15/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,6 - 5
2179,25,15/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,3 - 4
2180,25,15/09/2021 23:10,Citi Field,New York Mets,St. Louis Cardinals,4 - 11
2181,25,15/09/2021 23:20,Truist Park,Atlanta Braves,Colorado Rockies,2 - 3
2182,25,15/09/2021 23:40,Target Field,Minnesota Twins,Cleveland Indians,3 - 12
2183,25,16/09/2021 00:05,Globe Life Field,Texas Rangers,Houston Astros,2 - 7
2184,25,16/09/2021 00:10,Kauffman Stadium,Kansas City Royals,Oakland Athletics,10 - 12
2185,25,16/09/2021 00:10,Guaranteed Rate Field,Chicago White Sox,Los Angeles Angels,2 - 3
2186,25,16/09/2021 01:45,Oracle Park,San Francisco Giants,San Diego Padres,6 - 9
2187,25,16/09/2021 02:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,5 - 3
2188,25,16/09/2021 16:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,0 - 1
2189,25,16/09/2021 18:10,Kauffman Stadium,Kansas City Royals,Oakland Athletics,2 - 7
2190,25,16/09/2021 18:10,Guaranteed Rate Field,Chicago White Sox,Los Angeles Angels,3 - 9
2191,25,16/09/2021 19:45,Oracle Park,San Francisco Giants,San Diego Padres,4 - 7
2192,25,16/09/2021 21:05,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,3 - 2
2193,25,16/09/2021 22:05,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,17 - 8
2194,25,16/09/2021 23:10,Tropicana Field,Tampa Bay Rays,Detroit Tigers,5 - 2
2195,25,17/09/2021 00:05,Globe Life Field,Texas Rangers,Houston Astros,1 - 12
2196,25,17/09/2021 23:05,Nationals Park,Washington Nationals,Colorado Rockies,8 - 9
2197,25,17/09/2021 23:05,Yankee Stadium,New York Yankees,Cleveland Indians,8 - 0
2198,25,17/09/2021 23:07,Rogers Centre,Toronto Blue Jays,Minnesota Twins,3 - 7
2199,25,17/09/2021 23:10,Fenway Park,Boston Red Sox,Baltimore Orioles,7 - 1
2200,25,17/09/2021 23:10,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,3 - 1
2201,25,17/09/2021 23:10,Tropicana Field,Tampa Bay Rays,Detroit Tigers,7 - 4
2202,25,17/09/2021 23:10,Citi Field,New York Mets,Philadelphia Phillies,3 - 4
2203,25,17/09/2021 23:10,loanDepot park,Miami Marlins,Pittsburgh Pirates,1 - 2
2204,25,18/09/2021 00:05,Globe Life Field,Texas Rangers,Chicago White Sox,0 - 8
2205,25,18/09/2021 00:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,4 - 3
2206,25,18/09/2021 00:10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2 - 6
2207,25,18/09/2021 00:10,American Family Field,Milwaukee Brewers,Chicago Cubs,8 - 5
2208,25,18/09/2021 00:15,Busch Stadium,St. Louis Cardinals,San Diego Padres,8 - 2
2209,25,18/09/2021 01:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,4 - 5
2210,25,18/09/2021 01:45,Oracle Park,San Francisco Giants,Atlanta Braves,6 - 5
2211,25,18/09/2021 17:05,Yankee Stadium,New York Yankees,Cleveland Indians,3 - 11
2212,25,18/09/2021 17:10,Fenway Park,Boston Red Sox,Baltimore Orioles,9 - 3
2213,25,18/09/2021 18:10,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,1 - 5
2214,25,18/09/2021 19:07,Rogers Centre,Toronto Blue Jays,Minnesota Twins,6 - 2
2215,25,18/09/2021 20:05,Nationals Park,Washington Nationals,Colorado Rockies,0 - 6
2216,25,18/09/2021 20:10,Tropicana Field,Tampa Bay Rays,Detroit Tigers,3 - 4
2217,25,18/09/2021 22:10,loanDepot park,Miami Marlins,Pittsburgh Pirates,3 - 6
2218,25,18/09/2021 23:05,Globe Life Field,Texas Rangers,Chicago White Sox,2 - 1
2219,25,18/09/2021 23:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,4 - 6
2220,25,18/09/2021 23:10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,8 - 1
2221,25,18/09/2021 23:15,Busch Stadium,St. Louis Cardinals,San Diego Padres,3 - 2
2222,25,18/09/2021 23:15,Citi Field,New York Mets,Philadelphia Phillies,3 - 5
2223,25,18/09/2021 23:15,American Family Field,Milwaukee Brewers,Chicago Cubs,6 - 4
2224,25,19/09/2021 01:05,Oracle Park,San Francisco Giants,Atlanta Braves,2 - 0
2225,25,19/09/2021 01:07,Angel Stadium,Los Angeles Angels,Oakland Athletics,1 - 3
2226,25,19/09/2021 17:05,Nationals Park,Washington Nationals,Colorado Rockies,3 - 0
2227,25,19/09/2021 17:05,Yankee Stadium,New York Yankees,Cleveland Indians,1 - 11
2228,25,19/09/2021 17:07,Rogers Centre,Toronto Blue Jays,Minnesota Twins,5 - 3
2229,25,19/09/2021 17:10,Fenway Park,Boston Red Sox,Baltimore Orioles,8 - 6
2230,25,19/09/2021 17:10,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,5 - 8
2231,25,19/09/2021 17:10,Tropicana Field,Tampa Bay Rays,Detroit Tigers,0 - 2
2232,25,19/09/2021 17:10,loanDepot park,Miami Marlins,Pittsburgh Pirates,6 - 5
2233,25,19/09/2021 18:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,7 - 6
2234,25,19/09/2021 18:10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,1 - 7
2235,25,19/09/2021 18:10,American Family Field,Milwaukee Brewers,Chicago Cubs,4 - 6
2236,25,19/09/2021 18:15,Busch Stadium,St. Louis Cardinals,San Diego Padres,8 - 7
2237,25,19/09/2021 18:35,Globe Life Field,Texas Rangers,Chicago White Sox,2 - 7
2238,25,19/09/2021 20:05,Oracle Park,San Francisco Giants,Atlanta Braves,0 - 3
2239,25,19/09/2021 20:07,Angel Stadium,Los Angeles Angels,Oakland Athletics,2 - 3
2240,25,19/09/2021 23:08,Citi Field,New York Mets,Philadelphia Phillies,3 - 2
2241,25,20/09/2021 20:10,Progressive Field,Cleveland Indians,Kansas City Royals,2 - 7
2242,25,20/09/2021 20:15,Progressive Field,Cleveland Indians,Kansas City Royals,2 - 4
2243,25,20/09/2021 22:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,9 - 5
2244,25,20/09/2021 22:40,Comerica Park,Detroit Tigers,Chicago White Sox,4 - 3
2245,25,20/09/2021 22:40,loanDepot park,Miami Marlins,Washington Nationals,8 - 7
2246,25,20/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,0 - 2
2247,25,20/09/2021 23:05,Yankee Stadium,New York Yankees,Texas Rangers,4 - 3
2248,25,20/09/2021 23:10,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,6 - 4
2249,25,20/09/2021 23:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,2 - 5
2250,25,21/09/2021 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,0 - 10
2251,25,21/09/2021 01:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,2 - 4
2252,25,21/09/2021 01:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,4 - 11
2253,25,21/09/2021 17:10,Comerica Park,Detroit Tigers,Chicago White Sox,5 - 3
2254,25,21/09/2021 22:10,Progressive Field,Cleveland Indians,Kansas City Royals,4 - 1
2255,25,21/09/2021 22:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,2 - 6
2256,25,21/09/2021 22:40,loanDepot park,Miami Marlins,Washington Nationals,1 - 7
2257,25,21/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,3 - 2
2258,25,21/09/2021 23:05,Yankee Stadium,New York Yankees,Texas Rangers,7 - 1
2259,25,21/09/2021 23:10,Fenway Park,Boston Red Sox,New York Mets,6 - 3
2260,25,21/09/2021 23:10,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,2 - 4
2261,25,21/09/2021 23:40,Wrigley Field,Chicago Cubs,Minnesota Twins,5 - 9
2262,25,21/09/2021 23:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,1 - 2
2263,25,22/09/2021 00:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,4 - 5
2264,25,22/09/2021 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,5 - 10
2265,25,22/09/2021 01:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,2 - 5
2266,25,22/09/2021 01:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,1 - 6
2267,25,22/09/2021 02:10,Petco Park,San Diego Padres,San Francisco Giants,5 - 6
2268,26,22/09/2021 19:10,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,7 - 1
2269,26,22/09/2021 22:40,loanDepot park,Miami Marlins,Washington Nationals,5 - 7
2270,26,22/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,4 - 3
2271,26,22/09/2021 23:05,Yankee Stadium,New York Yankees,Texas Rangers,7 - 3
2272,26,22/09/2021 23:10,Fenway Park,Boston Red Sox,New York Mets,12 - 5
2273,26,22/09/2021 23:40,Wrigley Field,Chicago Cubs,Minnesota Twins,4 - 5
2274,26,22/09/2021 23:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,2 - 10
2275,26,23/09/2021 00:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,10 - 5
2276,26,23/09/2021 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,5 - 9
2277,26,23/09/2021 01:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,1 - 4
2278,26,23/09/2021 01:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,2 - 9
2279,26,23/09/2021 02:10,Petco Park,San Diego Padres,San Francisco Giants,6 - 8
2280,26,23/09/2021 17:10,Progressive Field,Cleveland Indians,Chicago White Sox,2 - 7
2282,26,23/09/2021 18:10,American Family Field,Milwaukee Brewers,St. Louis Cardinals,5 - 8
2283,26,23/09/2021 19:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,5 - 7
2284,26,23/09/2021 19:37,Oakland Coliseum,Oakland Athletics,Seattle Mariners,5 - 6
2285,26,23/09/2021 19:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,6 - 4
2286,26,23/09/2021 20:10,Petco Park,San Diego Padres,San Francisco Giants,7 - 6
2281,26,23/09/2021 22:10,Progressive Field,Cleveland Indians,Chicago White Sox,5 - 3
2287,26,23/09/2021 22:40,Great American Ball Park,Cincinnati Reds,Washington Nationals,2 - 3
2288,26,23/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,3 - 0
2289,26,23/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,12 - 6
2290,26,23/09/2021 23:40,Target Field,Minnesota Twins,Toronto Blue Jays,7 - 2
2291,26,24/09/2021 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,3 - 2
2292,26,24/09/2021 18:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,5 - 8
2294,26,24/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,5 - 8
2295,26,24/09/2021 23:05,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,8 - 6
2296,26,24/09/2021 23:10,Comerica Park,Detroit Tigers,Kansas City Royals,1 - 3
2297,26,24/09/2021 23:10,Great American Ball Park,Cincinnati Reds,Washington Nationals,8 - 7
2298,26,24/09/2021 23:10,Progressive Field,Cleveland Indians,Chicago White Sox,0 - 1
2299,26,24/09/2021 23:10,Tropicana Field,Tampa Bay Rays,Miami Marlins,8 - 0
2300,26,24/09/2021 23:10,Fenway Park,Boston Red Sox,New York Yankees,3 - 8
2293,26,25/09/2021 00:05,Wrigley Field,Chicago Cubs,St. Louis Cardinals,4 - 12
2301,26,25/09/2021 00:10,Coors Field,Colorado Rockies,San Francisco Giants,2 - 7
2302,26,25/09/2021 00:10,Target Field,Minnesota Twins,Toronto Blue Jays,3 - 1
2303,26,25/09/2021 00:10,Petco Park,Atlanta Braves,San Diego Padres,5 - 6
2304,26,25/09/2021 00:10,American Family Field,Milwaukee Brewers,New York Mets,5 - 1
2305,26,25/09/2021 01:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,5 - 6
2306,26,25/09/2021 01:40,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,2 - 4
2307,26,25/09/2021 01:40,Oakland Coliseum,Oakland Athletics,Houston Astros,14 - 2
2308,26,25/09/2021 02:10,Petco Park,San Diego Padres,Atlanta Braves,0 - 4
2309,26,25/09/2021 18:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,5 - 8
2310,26,25/09/2021 20:05,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,3 - 0
2311,26,25/09/2021 20:07,Oakland Coliseum,Oakland Athletics,Houston Astros,2 - 1
2312,26,25/09/2021 20:10,Fenway Park,Boston Red Sox,New York Yankees,3 - 5
2313,26,25/09/2021 22:10,Comerica Park,Detroit Tigers,Kansas City Royals,5 - 1
2314,26,25/09/2021 22:10,Tropicana Field,Tampa Bay Rays,Miami Marlins,7 - 3
2315,26,25/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,3 - 2
2316,26,25/09/2021 23:10,Great American Ball Park,Cincinnati Reds,Washington Nationals,7 - 6
2317,26,25/09/2021 23:10,Target Field,Minnesota Twins,Toronto Blue Jays,1 - 6
2318,26,25/09/2021 23:10,American Family Field,Milwaukee Brewers,New York Mets,2 - 1
2319,26,25/09/2021 23:15,Petco Park,San Diego Padres,Atlanta Braves,8 - 10
2320,26,25/09/2021 23:15,Progressive Field,Cleveland Indians,Chicago White Sox,6 - 0
2321,26,26/09/2021 00:10,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,7 - 2
2322,26,26/09/2021 00:10,Coors Field,Colorado Rockies,San Francisco Giants,2 - 7
2323,26,26/09/2021 01:07,Angel Stadium,Los Angeles Angels,Seattle Mariners,14 - 1
2324,26,26/09/2021 16:10,Comerica Park,Detroit Tigers,Kansas City Royals,1 - 2
2325,26,26/09/2021 17:05,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,4 - 7
2326,26,26/09/2021 17:05,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,0 - 6
2327,26,26/09/2021 17:10,Great American Ball Park,Cincinnati Reds,Washington Nationals,9 - 2
2328,26,26/09/2021 17:10,Progressive Field,Cleveland Indians,Chicago White Sox,2 - 5
2329,26,26/09/2021 17:10,Tropicana Field,Tampa Bay Rays,Miami Marlins,3 - 2
2330,26,26/09/2021 18:10,Target Field,Minnesota Twins,Toronto Blue Jays,2 - 5
2331,26,26/09/2021 18:10,American Family Field,Milwaukee Brewers,New York Mets,8 - 4
2332,26,26/09/2021 18:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,2 - 4
2333,26,26/09/2021 19:10,Coors Field,Colorado Rockies,San Francisco Giants,2 - 6
2334,26,26/09/2021 20:07,Oakland Coliseum,Oakland Athletics,Houston Astros,4 - 3
2335,26,26/09/2021 20:07,Angel Stadium,Los Angeles Angels,Seattle Mariners,1 - 5
2336,26,26/09/2021 20:10,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,0 - 3
2337,26,26/09/2021 20:10,Petco Park,San Diego Padres,Atlanta Braves,3 - 4
2338,26,26/09/2021 23:08,Fenway Park,Boston Red Sox,New York Yankees,3 - 6
2339,26,27/09/2021 17:10,Progressive Field,Cleveland Indians,Kansas City Royals,8 - 3
2340,26,27/09/2021 17:10,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,13 - 1
2341,26,27/09/2021 17:10,Comerica Park,Detroit Tigers,Chicago White Sox,7 - 8
2342,26,28/09/2021 00:40,Coors Field,Colorado Rockies,Washington Nationals,4 - 5
2343,26,28/09/2021 02:10,T-Mobile Park,Seattle Mariners,Oakland Athletics,13 - 4
2344,26,28/09/2021 20:10,Citi Field,New York Mets,Miami Marlins,5 - 2
2345,26,28/09/2021 20:15,Citi Field,New York Mets,Miami Marlins,2 - 1
2346,26,28/09/2021 22:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,8 - 6
2347,26,28/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,4 - 2
2348,26,28/09/2021 23:07,Rogers Centre,Toronto Blue Jays,New York Yankees,2 - 7
2349,26,28/09/2021 23:20,Truist Park,Atlanta Braves,Philadelphia Phillies,2 - 1
2350,26,28/09/2021 23:40,Target Field,Minnesota Twins,Detroit Tigers,3 - 2
2351,26,28/09/2021 23:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,6 - 2
2352,26,29/09/2021 00:05,Globe Life Field,Texas Rangers,Los Angeles Angels,5 - 2
2353,26,29/09/2021 00:10,Kauffman Stadium,Kansas City Royals,Cleveland Indians,6 - 4
2354,26,29/09/2021 00:10,Minute Maid Park,Houston Astros,Tampa Bay Rays,4 - 3
2355,26,29/09/2021 00:10,Guaranteed Rate Field,Chicago White Sox,Cincinnati Reds,7 - 1
2356,26,29/09/2021 00:40,Coors Field,Colorado Rockies,Washington Nationals,3 - 1
2357,26,29/09/2021 01:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,6 - 4
2358,26,29/09/2021 02:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2 - 1
2359,26,29/09/2021 02:10,T-Mobile Park,Seattle Mariners,Oakland Athletics,4 - 2
2360,27,29/09/2021 19:10,Coors Field,Colorado Rockies,Washington Nationals,10 - 5
2361,27,29/09/2021 22:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,2 - 3
2362,27,29/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,0 - 6
2363,27,29/09/2021 23:07,Rogers Centre,Toronto Blue Jays,New York Yankees,6 - 5
2364,27,29/09/2021 23:10,Citi Field,New York Mets,Miami Marlins,2 - 3
2365,27,29/09/2021 23:20,Truist Park,Atlanta Braves,Philadelphia Phillies,7 - 2
2366,27,29/09/2021 23:40,Target Field,Minnesota Twins,Detroit Tigers,5 - 2
2367,27,29/09/2021 23:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0 - 4
2368,27,30/09/2021 00:05,Globe Life Field,Texas Rangers,Los Angeles Angels,2 - 7
2369,27,30/09/2021 00:10,Kauffman Stadium,Kansas City Royals,Cleveland Indians,10 - 5
2370,27,30/09/2021 00:10,Minute Maid Park,Houston Astros,Tampa Bay Rays,0 - 7
2371,27,30/09/2021 00:10,Guaranteed Rate Field,Chicago White Sox,Cincinnati Reds,6 - 1
2372,27,30/09/2021 01:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1 - 0
2373,27,30/09/2021 02:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,11 - 9
2374,27,30/09/2021 02:10,T-Mobile Park,Seattle Mariners,Oakland Athletics,4 - 2
2375,27,30/09/2021 17:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,4 - 3
2376,27,30/09/2021 18:05,Globe Life Field,Texas Rangers,Los Angeles Angels,7 - 6
2377,27,30/09/2021 22:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,0 - 9
2378,27,30/09/2021 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,6 - 2
2379,27,30/09/2021 23:07,Rogers Centre,Toronto Blue Jays,New York Yankees,2 - 6
2380,27,30/09/2021 23:10,Minute Maid Park,Houston Astros,Tampa Bay Rays,3 - 2
2381,27,30/09/2021 23:10,Citi Field,New York Mets,Miami Marlins,12 - 3
2382,27,30/09/2021 23:20,Truist Park,Atlanta Braves,Philadelphia Phillies,5 - 3
2383,27,30/09/2021 23:40,Target Field,Minnesota Twins,Detroit Tigers,7 - 10
2384,27,01/10/2021 00:10,Kauffman Stadium,Kansas City Royals,Cleveland Indians,1 - 6
2385,27,01/10/2021 01:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,5 - 4
2386,27,01/10/2021 02:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,8 - 3
2387,27,01/10/2021 22:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,9 - 2
2388,27,01/10/2021 23:05,Nationals Park,Washington Nationals,Boston Red Sox,2 - 4
2389,27,01/10/2021 23:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,3 - 4
2390,27,01/10/2021 23:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,6 - 4
2391,27,01/10/2021 23:10,loanDepot park,Miami Marlins,Philadelphia Phillies,0 - 5
2392,27,01/10/2021 23:20,Truist Park,Atlanta Braves,New York Mets,3 - 4
2393,27,02/10/2021 00:05,Globe Life Field,Texas Rangers,Cleveland Indians,6 - 9
2394,27,02/10/2021 00:10,Minute Maid Park,Houston Astros,Oakland Athletics,6 - 8
2395,27,02/10/2021 00:10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,11 - 6
2396,27,02/10/2021 00:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,8 - 1
2397,27,02/10/2021 00:15,Busch Stadium,St. Louis Cardinals,Chicago Cubs,4 - 3
2398,27,02/10/2021 01:40,Chase Field,Toronto Blue Jays,Colorado Rockies,7 - 9
2399,27,02/10/2021 01:45,Oracle Park,San Francisco Giants,San Diego Padres,3 - 0
2400,27,02/10/2021 02:10,T-Mobile Park,Pittsburgh Pirates,Los Angeles Angels,1 - 2
2401,27,02/10/2021 02:10,Dodger Stadium,Los Angeles Dodgers,Milwaukee Brewers,8 - 6
2402,27,02/10/2021 17:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,2 - 12
2403,27,02/10/2021 19:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,10 - 1
2404,27,02/10/2021 20:05,Nationals Park,Los Angeles Dodgers,Boston Red Sox,3 - 5
2405,27,02/10/2021 20:05,Oracle Park,San Francisco Giants,San Diego Padres,2 - 3
2406,27,02/10/2021 22:10,loanDepot park,Miami Marlins,Los Angeles Dodgers,3 - 1
2407,27,02/10/2021 22:35,PNC Park,Pittsburgh Pirates,New York Yankees,8 - 6
2408,27,02/10/2021 23:05,Globe Life Field,Texas Rangers,Cleveland Indians,7 - 2
2409,27,02/10/2021 23:10,Minute Maid Park,Houston Astros,Oakland Athletics,10 - 4
2410,27,02/10/2021 23:10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,0 - 4
2411,27,02/10/2021 23:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,5 - 4
2412,27,02/10/2021 23:15,Busch Stadium,St. Louis Cardinals,Chicago Cubs,5 - 6
2413,27,02/10/2021 23:15,Truist Park,Atlanta Braves,Boston Red Sox,6 - 5
2414,27,03/10/2021 00:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,11 - 2
